Title,Year,Authors,Venue,Citation Count,Scholar URL,Abstract
ViSTA: Visual storytelling using multi-modal adapters for text-to-image diffusion models,2026,"S Dong, I Shaheen, M Shen, R Mallick, SA Bargal","Proceedings of the IEEE/CVF Winter Conference on Applications of Computer … , 2026",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:RGFaLdJalmkC,"Text-to-image diffusion models have achieved remarkable success, yet generating coherent image sequences for visual storytelling remains challenging. A key challenge is effectively leveraging all previous text-image pairs, referred to as history text-image pairs, which provide contextual information for maintaining consistency across frames. Existing auto-regressive methods condition on all past image-text pairs but require extensive training, while training-free subject-specific approaches ensure consistency but lack adaptability to narrative prompts. To address these limitations, we propose a multi-modal history adapter for text-to-image diffusion models, ViSTA. It consists of (1) a multi-modal history fusion module to extract relevant history features and (2) a history adapter to condition the generation on the extracted relevant features. We also introduce a salient history selection strategy during inference, where the most salient history text-image pair is selected, improving the quality of the conditioning. Furthermore, we propose to employ a Visual Question Answering-based metric TIFA to assess text-image alignment in visual storytelling, providing a more targeted and interpretable assessment of generated images. Evaluated on the StorySalon and FlintStonesSV dataset, our proposed ViSTA model is not only consistent across different frames, but also well-aligned with the narrative text descriptions."
Geneava: Generating cartoon avatars with fine-grained facial expressions from realistic diffusion-based faces,2026,"H Yu, R Mallick, M Betke, SA Bargal","Proceedings of the IEEE/CVF Winter Conference on Applications of Computer … , 2026",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:GnPB-g6toBAC,"Cartoon avatars have been widely used in various applications, including social media, online tutoring, and gaming. However, existing cartoon avatar datasets and generation methods struggle to present highly expressive avatars with fine-grained facial expressions and are often inspired from real-world identities, raising privacy concerns. To address these challenges, we propose a novel framework, GenEAva, for generating high-quality cartoon avatars with fine-grained facial expressions. Our approach fine-tunes a state-of-the-art text-to-image diffusion model to synthesize highly detailed and expressive facial expressions. We then incorporate a stylization model that transforms these realistic faces into cartoon avatars while preserving both identity and expression. Leveraging this framework, we introduce the first expressive cartoon avatar dataset, GenEAva 1.0, specifically designed to capture 135 fine-grained facial expressions, featuring 13,230 expressive cartoon avatars with a balanced distribution across genders, racial groups, and age ranges. We demonstrate that our fine-tuned model generates more expressive faces than the state-of-the-art text-to-image diffusion model SDXL. We also verify that the cartoon avatars generated by our framework do not include memorized identities from fine-tuning data. The proposed framework and dataset provide a diverse and expressive benchmark for future research in cartoon avatar generation. The dataset will be made publicly available upon acceptance."
Evaluating Concept Filtering Defenses against Child Sexual Abuse Material Generation by Text-to-Image Models,2025,"AM Cretu, K Kireev, A Abdalla, W Obinna, R Meier, SA Bargal, ...","arXiv preprint arXiv:2512.05707 , 2025",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:lSLTfruPkqcC,"We evaluate the effectiveness of child filtering to prevent the misuse of text-to-image (T2I) models to create child sexual abuse material (CSAM). First, we capture the complexity of preventing CSAM generation using a game-based security definition. Second, we show that current detection methods cannot remove all children from a dataset. Third, using an ethical proxy for CSAM (a child wearing glasses, hereafter, CWG), we show that even when only a small percentage of child images are left in the training dataset, there exist prompting strategies that generate CWG from a child-filtered T2I model using only a few more queries than when the model is trained on the unfiltered data. Fine-tuning the filtered model on child images further reduces the additional query overhead. We also show that reintroducing a concept is possible via fine-tuning even if filtering is perfect. Our results demonstrate that current filtering methods offer limited protection to closed-weight models and no protection to open-weight models, while reducing the generality of the model by hindering the generation of child-related concepts or changing their representation. We conclude by outlining challenges in conducting evaluations that establish robust evidence on the impact of AI safety mitigations for CSAM."
GIFT: Gradient-aware Immunization of diffusion models against malicious Fine-Tuning with safe concepts retention,2025,"A Abdalla, I Shaheen, D DeGenaro, R Mallick, B Raita, SA Bargal","arXiv preprint arXiv:2507.13598 , 2025",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:NaGl4SEjCO4C,"We present GIFT: a {G}radient-aware {I}mmunization technique to defend diffusion models against malicious {F}ine-{T}uning while preserving their ability to generate safe content. Existing safety mechanisms like safety checkers are easily bypassed, and concept erasure methods fail under adversarial fine-tuning. GIFT addresses this by framing immunization as a bi-level optimization problem: the upper-level objective degrades the model's ability to represent harmful concepts using representation noising and maximization, while the lower-level objective preserves performance on safe data. GIFT achieves robust resistance to malicious fine-tuning while maintaining safe generative quality. Experimental results show that our method significantly impairs the model's ability to re-learn harmful concepts while maintaining performance on safe content, offering a promising direction for creating inherently safer generative models resistant to adversarial fine-tuning attacks."
Large language models for career readiness prediction,2024,"C Cui, A Abdalla, D Wijaya, S Solberg, SA Bargal","International Conference on Artificial Intelligence in Education, 304-311 , 2024",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:hMod-77fHWUC,"Large Language Models (LLMs) have recently achieved state-of-the-art performance on many benchmark Natural Language Processing (NLP) tasks. In this work, we are introducing a novel application, career readiness prediction, in the area of NLP for education. We analyze a dataset of student narratives and explore how reliably different LLMs classify them using Marcia’s (1980) identity statuses. We explore the capabilities and limitations of LLMs on this new task and find that there is good potential for automated career readiness evaluation, and for improved survey design that enables larger-scale data collection."
COVES: A Cognitive-Affective Deep Model That Personalizes Math Problem Difficulty in Real Time and Improves Student Engagement with an Online Tutor,2023,"H Yu, DA Allessio, W Lee, W Rebelsky, F Sylvia, T Murray, JJ Magee, ...","Proceedings of the 31st ACM International Conference on Multimedia, 6152-6160 , 2023",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:isC4tDSrTZIC,"A key to personalized online learning is presenting content at an appropriate difficulty level; content that is too difficult can cause frustration and content that is too easy may result in boredom. Appropriate content can improve students' engagement and learning outcome. In this research, we propose a computer vision enhanced problem selector (COVES), a deep learning model to select a personalized difficulty level for each student. A combination of visual information and traditional log data is used to predict student-problem interactions, which are then used to guide problem difficulty selection in real time. COVES was trained on a dataset of fifty-one sixth-grade students interacting with the online math tutor MathSpring. Once COVES was integrated into the tutor, its effectiveness was tested with twenty-two seventh-grade students in controlled experiments. Students who received problems at an appropriate difficulty …"
Face readers: the frontier of computer vision and math learning,2023,"B Woolf, M Betke, H Yu, SA Bargal, I Arroyo, JJ Magee IV, D Allessio, ...",,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:bEWYMUwI8FkC,"The future of AI-assisted individualized learning includes computer vision to inform intelligent tutors and teachers about student affect, motivation and performance. Facial expression recognition is essential in recognizing subtle differences when students ask for hints or fail to solve problems. Facial features and classification labels enable intelligent tutors to predict students’ performance and recommend activities. Videos can capture students’ faces and model their effort and progress; machine learning classifiers can support intelligent tutors to provide interventions. One goal of this research is to support deep dives by teachers to identify students’ individual needs through facial expression and to provide immediate feedback. Another goal is to develop data-directed education to gauge students’ pre-existing knowledge and analyze real-time data that will engage both teachers and students in more individualized and precision teaching and learning. This paper identifies three phases in the process of recognizing and predicting student progress based on analyzing facial features: Phase I: Collecting datasets and identifying salient labels for facial features and student attention/engagement; Phase II: Building and training deep learning models of facial features; and Phase III: Predicting student problem-solving outcome.© 2023 Copyright for this paper by its authors."
A Manually Annotated Image-Caption Dataset for Detecting Children in the Wild,2025,"K Kireev, AM Creţu, R Meier, SA Bargal, E Redmiles, C Troncoso","arXiv preprint arXiv:2506.10117 , 2025",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:ns9cj8rnVeAC,"Platforms and the law regulate digital content depicting minors (defined as individuals under 18 years of age) differently from other types of content. Given the sheer amount of content that needs to be assessed, machine learning-based automation tools are commonly used to detect content depicting minors. To our knowledge, no dataset or benchmark currently exists for detecting these identification methods in a multi-modal environment. To fill this gap, we release the Image-Caption Children in the Wild Dataset (ICCWD), an image-caption dataset aimed at benchmarking tools that detect depictions of minors. Our dataset is richer than previous child image datasets, containing images of children in a variety of contexts, including fictional depictions and partially visible bodies. ICCWD contains 10,000 image-caption pairs manually labeled to indicate the presence or absence of a child in the image. To demonstrate the possible utility of our dataset, we use it to benchmark three different detectors, including a commercial age estimation system applied to images. Our results suggest that child detection is a challenging task, with the best method achieving a 75.3% true positive rate. We hope the release of our dataset will aid in the design of better minor detection methods in a wide range of scenarios."
D-Feat Occlusions: Diffusion Features for Robustness to Partial Visual Occlusions in Object Recognition,2025,"R Mallick, S Dong, N Ruiz, SA Bargal","Proceedings of the Computer Vision and Pattern Recognition Conference, 1722-1731 , 2025",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:BqipwSGYUEgC,"Applications of diffusion models for visual tasks have been quite noteworthy. This paper targets making classification models more robust to occlusions for the task of object recognition by proposing a pipeline that utilizes a frozen diffusion model. Diffusion features have demonstrated success in image generation and image completion while understanding image context. Occlusion can be posed as an image completion problem by deeming the pixels of the occluder to bemissing.'We hypothesize that such features can help hallucinate object visual features behind occluding objects, and hence we propose using them to enable models to become more occlusion robust. We design experiments to include input-based augmentations as well as feature-based augmentations. Input-based augmentations involve finetuning on images where the occluder pixels are inpainted, and feature-based augmentations involve augmenting classification features with intermediate diffusion features. We demonstrate that our proposed use of diffusion-based features results in models that are more robust to partial object occlusions for both Transformers and ConvNets on ImageNet with simulated occlusions. We also propose a dataset that encompasses real-world occlusions and demonstrate that our method is more robust to partial object occlusions."
Affect Behavior Prediction: Using Transformers and Timing Information to Make Early Predictions of Student Exercise Outcome,2024,"H Yu, DA Allessio, W Rebelsky, T Murray, JJ Magee, I Arroyo, BP Woolf, ...","International Conference on Artificial Intelligence in Education, 194-208 , 2024",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:blknAaTinKkC,"Early prediction of student outcomes, as they practice with an intelligent tutoring system is crucial for providing timely and effective interventions to students, potentially improving their engagement and other productive behaviors, and ultimately enhancing their learning. In this work, we propose a novel approach for predicting the outcome of a student solving a mathematics problem in an intelligent tutor using early visual and tabular cues. Our approach analyzes only the first several seconds of a student’s problem-solving process captured in a video feed, along with timing information obtained from their learning log. Our model, EPATT (Early Prediction using an Affect-aware Transformer and Timing information), extracts facial affective embeddings from video frames using transfer learning and analyzes their temporal dependencies using a Transformer. The timing information about when students take certain actions …"
Data Bias Mitigation and Evaluation Framework for Diffusion-based Generative Face Models,2025,"H Yu, M Betke, SA Bargal","Proceedings of the IEEE/CVF International Conference on Computer Vision, 300-310 , 2025",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:RYcK_YlVTxYC,"Recent advancements in generative face models have facilitated the creation of high-quality face images. However, these models often suffer from a bias towards lighter-skinned faces due to the predominance of such faces in existing face datasets. To address this issue, we propose a comprehensive framework for bias mitigation and evaluation for generative face models. Our framework integrates underrepresented facial data, including large-scale datasets of Black faces, and provides standardized procedures for evaluating fairness. We demonstrate the effectiveness of the proposed framework by incorporating a curated high-quality face dataset of Black individuals, KenyanFaceHQ, into diffusion-based face generation models. Results show that including KenyanFaceHQ significantly mitigates racial and skin-tone bias in the trained models, while preserving the high quality of the generated images. Furthermore, we show that our framework can also be applied to gender classification, and leads to accuracy improvements ranging from 0.6 to 8.6 percentage points across various ethnic and gender subgroups. Our results highlight the framework's effectiveness in evaluating and reducing bias of both discriminative and generative face models."
Vision-language framework for multi-sequence brain magnetic resonance imaging,2026,"D Lteif, S Jia, S Bit, A Kaliaev, AZ Mian, JE Small, B Mangaleswaran, ...","medRxiv , 2026",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:35N4QoGY0k4C,"Structural magnetic resonance imaging (MRI) is a cornerstone for diagnosing neurological disorders, yet automated interpretation of multi-sequence brain MRI remains limited by challenges in cross sequence reasoning and protocol variability. Here we present ReMIND, a vision-language modeling framework tailored for comprehensive multi-sequence and multi volumetric brain MRI analysis. Trained on over 73,000 deidentified patient visits encompassing more than 850,000 MRI sequences paired with radiology reports from diverse clinical and research cohorts, ReMIND combined large scale instruction tuning on more than one million clinically grounded question answer (QA) pairs with targeted supervised fine-tuning for radiology report generation. At inference, ReMIND employed modality aware reranking and correction, a report level decoding strategy that suppressed unsupported modality claims while …"
Gen-AFFECT: Generation of Avatar Fine-grained Facial Expressions with Consistent identiTy,2026,"H Yu, R Mallick, M Betke, SA Bargal","Proceedings of the IEEE/CVF Winter Conference on Applications of Computer … , 2026",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:J_g5lzvAfSwC,"Different forms of customized 2D avatars are widely used in gaming applications, virtual communication, education, and content creation. However, existing approaches often fail to capture fine-grained facial expressions and struggle to preserve identity across different expressions. We propose Gen-AFFECT, a novel framework for personalized avatar generation that generates expressive and identity-consistent avatars with a diverse set of facial expressions. Our framework proposes conditioning a multimodal diffusion transformer on an extracted identity-expression representation. This enables identity preservation and representation of a wide range of facial expressions. Gen-AFFECT additionally employs consistent attention at inference for information sharing across the set of generated expressions, enabling the generation process to maintain identity consistency over the array of generated fine-grained expressions. Gen-AFFECT demonstrates superior performance compared to previous state-of-the-art methods on the basis of the accuracy of the generated expressions, the preservation of the identity and the consistency of the target identity across an array of fine-grained facial expressions."
"Anatomy‐Guided, Modality‐Agnostic Segmentation of Neuroimaging Abnormalities",2025,"D Lteif, D Appapogu, SA Bargal, BA Plummer, VB Kolachalama","Human Brain Mapping 46 (14), e70329 , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:O3NaXMp0MMsC,"Magnetic resonance imaging (MRI) offers multiple sequences that provide complementary views of brain anatomy and pathology. However, real‐world datasets often exhibit variability in sequence availability due to clinical and logistical constraints. This variability complicates radiological interpretation and limits the generalizability of machine learning models that depend on a consistent multimodal input. Here, we propose an anatomy‐guided, modality‐agnostic framework to assess disease‐related abnormalities in brain MRI, leveraging structural context to ensure robustness in diverse input configurations. Central to our approach is Region ModalMix (RMM), an augmentation strategy that integrates anatomical priors during training to improve model performance under missing or variable modality conditions. Using the BraTS 2020 dataset ( n = 369), our framework outperformed state‐of‐the‐art methods …"
FaithFill: Faithful Inpainting for Object Completion Using a Single Reference Image,2024,"R Mallick, A Abdalla, SA Bargal","arXiv preprint arXiv:2406.07865 , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:JV2RwH3_ST0C,"We present FaithFill, a diffusion-based inpainting object completion approach for realistic generation of missing object parts. Typically, multiple reference images are needed to achieve such realistic generation, otherwise the generation would not faithfully preserve shape, texture, color, and background. In this work, we propose a pipeline that utilizes only a single input reference image -having varying lighting, background, object pose, and/or viewpoint. The singular reference image is used to generate multiple views of the object to be inpainted. We demonstrate that FaithFill produces faithful generation of the object's missing parts, together with background/scene preservation, from a single reference image. This is demonstrated through standard similarity metrics, human judgement, and GPT evaluation. Our results are presented on the DreamBooth dataset, and a novel proposed dataset."
Leveraging Edge Intelligence for Affective Communication over URLLC,2023,"IM Amer, SA Bargal, SMA Oteafy, HS Hassanein","2023 IEEE 48th Conference on Local Computer Networks (LCN), 1-4 , 2023",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:r0BpntZqJG4C,"IoT systems are advancing to enable higher levels of engagement and omnipresence. A critical yet uncharted domain lies in communicating affect across participants, especially in medical settings where emotions and expressions are pivotal, and eXtended Reality (XR) systems that rely on immersive virtualization of the participating parties. However, IoT systems seldom have the bandwidth or reliability to enable such services. In this demo, we present an experiment that leverages Edge Intelligence and Artificial Intelligence to extract and encode emotions at one edge, and communicate a low-footprint encapsulation of such emotions at the other edge. The proposed architecture is designed to reduce overall traffic and build on low-power video and display equipment, to realize Affective Semantic Communication (AffSeC). This demonstration shall represent AffSeC in a medical setting, where a patient interacts with a …"
Hardwiring ViT Patch Selectivity into CNNs using Patch Mixing,2023,"AN Lee, SA Bargal, J Kasera, S Sclaroff, K Saenko, N Ruiz","arXiv preprint arXiv:2306.17848 , 2023",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zjlFcrEAAAAJ&pagesize=100&citation_for_view=zjlFcrEAAAAJ:j3f4tGmQtD8C,"Vision transformers (ViTs) have significantly changed the computer vision landscape and have periodically exhibited superior performance in vision tasks compared to convolutional neural networks (CNNs). Although the jury is still out on which model type is superior, each has unique inductive biases that shape their learning and generalization performance. For example, ViTs have interesting properties with respect to early layer non-local feature dependence, as well as self-attention mechanisms which enhance learning flexibility, enabling them to ignore out-of-context image information more effectively. We hypothesize that this power to ignore out-of-context information (which we name $\textit{patch selectivity}$), while integrating in-context information in a non-local manner in early layers, allows ViTs to more easily handle occlusion. In this study, our aim is to see whether we can have CNNs $\textit{simulate}$ this ability of patch selectivity by effectively hardwiring this inductive bias using Patch Mixing data augmentation, which consists of inserting patches from another image onto a training image and interpolating labels between the two image classes. Specifically, we use Patch Mixing to train state-of-the-art ViTs and CNNs, assessing its impact on their ability to ignore out-of-context patches and handle natural occlusions. We find that ViTs do not improve nor degrade when trained using Patch Mixing, but CNNs acquire new capabilities to ignore out-of-context information and improve on occlusion benchmarks, leaving us to conclude that this training method is a way of simulating in CNNs the abilities that ViTs already possess. We will release …"
Understanding visual arts experiences of blind people,2023,"FM Li, L Zhang, M Bandukda, A Stangl, K Shinohara, L Findlater, ...","Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems … , 2023",78,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:QIV2ME_5wuYC,"Visual arts play an important role in cultural life and provide access to social heritage and self-enrichment, but most visual arts are inaccessible to blind people. Researchers have explored different ways to enhance blind people’s access to visual arts (e.g., audio descriptions, tactile graphics). However, how blind people adopt these methods remains unknown. We conducted semi-structured interviews with 15 blind visual arts patrons to understand how they engage with visual artwork and the factors that influence their adoption of visual arts access methods. We further examined interview insights in a follow-up survey (N=220). We present: 1) current practices and challenges of accessing visual artwork in-person and online (e.g., Zoom tour), 2) motivation and cognition of perceiving visual arts (e.g., imagination), and 3) implications for designing visual arts access methods. Overall, our findings provide a roadmap for …"
Selenite: Scaffolding Online Sensemaking with Comprehensive Overviews Elicited from Large Language Models,2024,"MX Liu, T Wu, T Chen, FM Li, A Kittur, BA Myers","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems … , 2024",71,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:NaGl4SEjCO4C,"Sensemaking in unfamiliar domains can be challenging, demanding considerable user effort to compare different options with respect to various criteria. Prior research and our formative study found that people would benefit from reading an overview of an information space upfront, including the criteria others previously found useful. However, existing sensemaking tools struggle with the “cold-start” problem — it not only requires significant input from previous users to generate and share these overviews, but such overviews may also turn out to be biased and incomplete. In this work, we introduce a novel system, Selenite, which leverages Large Language Models (LLMs) as reasoning machines and knowledge retrievers to automatically produce a comprehensive overview of options and criteria to jumpstart users’ sensemaking processes. Subsequently, Selenite also adapts as people use it, helping users find …"
A Contextual Inquiry of People with Vision Impairments in Cooking,2024,"FM Li, MX Liu, SK Kane, P Carrington","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems … , 2024",26,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:mB3voiENLucC,"Individuals with vision impairments employ a variety of strategies for object identification, such as pans or soy sauce, in the culinary process. In addition, they often rely on contextual details about objects, such as location, orientation, and current status, to autonomously execute cooking activities. To understand how people with vision impairments collect and use the contextual information of objects while cooking, we conducted a contextual inquiry study with 12 participants in their own kitchens. This research aims to analyze object interaction dynamics in culinary practices to enhance assistive vision technologies for visually impaired cooks. We outline eight different types of contextual information and the strategies that blind cooks currently use to access the information while preparing meals. Further, we discuss preferences for communicating contextual information about kitchen objects as well as considerations …"
Embodied exploration: Facilitating remote accessibility assessment for wheelchair users with virtual reality,2023,"S Pei, A Chen, C Chen, FM Li, M Fozzard, HY Chi, N Weibel, P Carrington, ...","Proceedings of the 25th International ACM SIGACCESS Conference on Computers … , 2023",26,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:L8Ckcad2t8MC,"Acquiring accessibility information about unfamiliar places in advance is essential for wheelchair users to make better decisions about physical visits. Today’s assessment approaches such as phone calls, photos/videos, or 360° virtual tours often fall short of providing the specific accessibility details needed for individual differences. For example, they may not reveal crucial information like whether the legroom underneath a table is spacious enough or if the spatial configuration of an appliance is convenient for wheelchair users. In response, we present Embodied Exploration, a Virtual Reality (VR) technique to deliver the experience of a physical visit while keeping the convenience of remote assessment. Embodied Exploration allows wheelchair users to explore high-fidelity digital replicas of physical environments with themselves embodied by avatars, leveraging the increasingly affordable VR headsets. With a …"
Understanding how older adults comprehend COVID-19 interactive visualizations via think-aloud protocol,2023,"M Fan, Y Wang, Y Xie, FM Li, C Chen","International Journal of Human–Computer Interaction 39 (8), 1626-1642 , 2023",26,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:M3ejUd6NZC8C,"Older adults have been hit disproportionally hard by the COVID-19 pandemic. One critical way for older adults to minimize the negative impact of COVID-19 and future pandemics is to stay informed about its latest information, which has been increasingly presented through online interactive visualizations (e.g., live dashboards and websites). Thus, it is imperative to understand how older adults interact with and comprehend online COVID-19 interactive visualizations and what challenges they might encounter to make such visualizations more accessible to older adults. We adopted a user-centered approach by inviting older adults to interact with COVID-19 interactive visualizations while at the same time verbalizing their thought processes using a think-aloud protocol. By analyzing their think-aloud verbalizations, we identified four types of thought processes representing how older adults comprehended the …"
"Co-design accessible public robots: Insights from people with mobility disability, robotic practitioners and their collaborations",2024,"HZ Han, FM Li, A Baca Vazquez, D Byrne, N Martelaro, SE Fox","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems … , 2024",21,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:R3hNpaxXUhUC,"Sidewalk robots are increasingly common across the globe. Yet, their operation on public paths poses challenges for people with mobility disabilities (PwMD) who face barriers to accessibility, such as insufficient curb cuts. We interviewed 15 PwMD to understand how they perceive sidewalk robots. Findings indicated that PwMD feel they have to compete for space on the sidewalk when robots are introduced. We next interviewed eight robotics practitioners to learn about their attitudes towards accessibility. Practitioners described how issues often stem from robotic companies addressing accessibility only after problems arise. Both interview groups underscored the importance of integrating accessibility from the outset. Building on this finding, we held four co-design workshops with PwMD and practitioners in pairs. These convenings brought to bear accessibility needs around robots operating in public spaces and in …"
Breaking the “inescapable” cycle of pain: Supporting wheelchair users’ upper extremity health awareness and management with tracking technologies,2023,"Y Li, FM Li, P Carrington","Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems … , 2023",20,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:7PzlFSSx8tAC,"Upper extremity (UE) health issues are a common concern among wheelchair users and have a large impact on their independence, social participation, and quality of life. However, despite the well-documented prevalence and negative impacts, these issues remain unresolved. Existing solutions (e.g. surgical repair, conservative treatments) often fail to promote sustained UE health improvement in wheelchair users’ day-to-day lives. Recent HCI research has shown the effectiveness of health tracking technologies in supporting patients’ self-care for different health conditions (e.g. chronic diseases, mental health). In this work, we explore how health tracking technologies could support wheelchair users’ UE health self-care. We conducted semi-structured interviews with 12 wheelchair users and 5 therapists to understand their practices and challenges in UE health management, as well as the potential benefits of …"
Designing upper-body gesture interaction with and for people with spinal muscular atrophy in VR,2024,"J Tian, Y Wang, K Yu, L Xu, J Xie, FM Li, Y Niu, M Fan","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems … , 2024",19,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:TQgYirikUcIC,"Recent research proposed gaze-assisted gestures to enhance interaction within virtual reality (VR), providing opportunities for people with motor impairments to experience VR. Compared to people with other motor impairments, those with Spinal Muscular Atrophy (SMA) exhibit enhanced distal limb mobility, providing them with more design space. However, it remains unknown what gaze-assisted upper-body gestures people with SMA would want and be able to perform. We conducted an elicitation study in which 12 VR-experienced people with SMA designed upper-body gestures for 26 VR commands, and collected 312 user-defined gestures. Participants predominantly favored creating gestures with their hands. The type of tasks and participants’ abilities influence their choice of body parts for gesture design. Participants tended to enhance their body involvement and preferred gestures that required minimal …"
A Recipe for Success? Exploring Strategies for Improving Non-Visual Access to Cooking Instructions,2024,"FM Li, A Wang, P Carrington, SK Kane","Proceedings of the 26th International ACM SIGACCESS Conference on Computers … , 2024",16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:_Qo2XoVZTnwC,"Cooking is an essential activity that enhances quality of life by enabling individuals to prepare their own meals. However, cooking often requires multitasking between cooking tasks and following instructions, which can be challenging to cooks with vision impairments if recipes or other instructions are inaccessible. To explore the practices and challenges of recipe access while cooking, we conducted semi-structured interviews with 20 people with vision impairments who have cooking experience and four cooking instructors at a vision rehabilitation center. We also asked participants to edit and give feedback on existing recipes. We revealed unique practices and challenges to accessing recipe information at different cooking stages, such as the heavy burden of hand-washing to interact with recipe readers. We also presented the preferred information representation and structure of recipes. We then highlighted …"
The robot in our path: Investigating the perceptions of people with motor disabilities on navigating public space alongside sidewalk robots,2023,"H Han, FM Li, N Martelaro, D Byrne, SE Fox","Proceedings of the 25th International ACM SIGACCESS Conference on Computers … , 2023",13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:qUcmZB5y_30C,"Sidewalk robots are becoming increasingly common worldwide, yet their operation on public walkways presents challenges for pedestrians. This is especially true for people with motor disabilities (PWMD) who already manage obstacles such as inadequate ramps and public incivility. The addition of sidewalk robots could further intensify these difficulties, which poses an urgent need to examine how the design of sidewalk robots may influence the daily navigation experiences of PWMD. This poster illustrates findings from semi-structured interviews with ten PWMD, providing insights into their perspectives on the presence of sidewalk robots. The study uncovers potential conflicts in shared sidewalk use and the adaptive actions PWMD described needing to undertake in response. Interviewees raised concerns about whether the robots could accommodate the needs of PWMD, as compared to people walking on foot …"
